,Nº do projecto,Nome,Tema,Link,Resolução,Instrumento,Palavras Chave,Género/Categoria,Categorias,Concelho,Distrito/Ilha,Região,Data,Ano,Realizador,Som,Produção,Apoio,Assistência,Pesquisa,Historia (textos que acompanham vídeos),Outras Informações,Contactos,Biografias
v,767,DPAGDP | Casaquinha,Aqui Há Baile,https://vimeo.com/1017555129,1280 x 720,"Voz, violoncelo, bandolim, acordeão","folk, dança",Dança,Dança,Castelo de Vide,Portalegre,Alto Alentejo,21 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,
v,768,Arquitectuna,Adaptação dos Deolinda Um contra o outro,https://vimeo.com/73102710,1280 x 720,"Voz, percussão, melódica, guitarra acústica, bandolim",tuna,Não categorizado,Música narrativa,Castelo de Vide,Portalegre,Alto Alentejo,21 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,
v,769,Daniel Pereira,Passinhos Longos,https://vimeo.com/73160316,1280 x 720,Cavaquinho minhoto,"Étnica, Popular, Cantautor, Multi-Instrumentista",Não categorizado,Música narrativa,Castelo de Vide,Portalegre,Alto Alentejo,23 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,
v,769,Daniel Pereira,"Sou o que vivo, não sou o que tenho",https://vimeo.com/253046238,1920 x 1080,"Viola braguesa, voz","Étnica, Popular, Cantautor, Multi-Instrumentista",Não categorizado,Música narrativa,Porto,Porto,Norte,27 de janeiro de 2018,2018,Tiago Pereira,Mónica Chambel,,,,,,,,
v,769,Daniel Pereira,Braguesa resistente,https://vimeo.com/253142558,1920 x 1080,"Viola braguesa, voz","Étnica, Popular, Cantautor, Multi-Instrumentista",Não categorizado,Música narrativa,Porto,Porto,Norte,27 de janeiro de 2018,2018,Tiago Pereira,Mónica Chambel,,,,,,,,
v,770,Repertório Osório,Amândio,https://vimeo.com/73167090,1280 x 720,Voz e acordeão,,Não categorizado,Música narrativa,Castelo de Vide,Portalegre,Alto Alentejo,22 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,
v,770,Repertório Osório,Eugénio,https://vimeo.com/73469525,1280 x 720,Voz e acordeão,,Não categorizado,Música narrativa,Castelo de Vide,Portalegre,Alto Alentejo,22 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,
v,771,Zé Neto,Ó Minha Rosinha,https://vimeo.com/73178774,1280 x 720,Charrasco,"Tradicional, vira, dança",Dança,Dança,Castelo de Vide,Portalegre,Alto Alentejo,25 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,
v,771,Zé Neto,Pingacho,https://vimeo.com/102506708,1280 x 720,Charrasco,"Tradicional, dança",Dança,Dança,Castelo de Vide,Portalegre,Alto Alentejo,3 de Agosto de 2014,2014,Tiago Pereira,Sofia Matias,,Associação Pedexumbo,,,,,,
v,771,Zé Neto,Saia Velhinha,https://vimeo.com/103050171,1280 x 720,Charrasco,"Tradicional, vira, dança",Dança,Dança,Castelo de Vide,Portalegre,Alto Alentejo,3 de Agosto de 2014,2014,Tiago Pereira,Sofia Matias,,Associação Pedexumbo,,,,,,
v,772,Wood Vibration,Sem título #26,https://vimeo.com/73182986,1280 x 720,"Violino, didgeridoo",,Não categorizado,Música instrumental,Castelo de Vide,Portalegre,Alto Alentejo,23 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,,,,"A nossa música é de cariz improvisado, sendo que o nosso espectáculo é uma construção in progress e in loco.
Um concerto em que a improvisação é quase total, permitindo que cada concerto seja Único, incapaz de ser repetido.
Este conceito tem-nos permitido fazer música cada vez melhor, mais interligada e fluída."
v,773,Tó Zé Bexiga,Improvisação com cavaquinho,https://vimeo.com/73205535,1280 x 720,Cavaquinho minhoto,Multi-Instrumentista,Não categorizado,Música instrumental,Castelo de Vide,Portalegre,Alto Alentejo,23 de Agosto de 2013,2013,Tiago Pereira,Mariana Moreira,,Associação Pedexumbo,,,"“No filme  Apanhei-te Cavaquinho  a determinada altura um português numa mesa redonda no Brasil afirma que o cavaquinho português é um instrumento limitado. Não há mal nenhum em ele ter a sua opinião, cada um diz o que quer e assume as consequências das suas afirmações. O problema a meu ver é o filme não mostrar o outro lado, não mostrar que há muitas outras pessoas que não pensam como ele e mais que conseguem provar com o cavaquinho exactamente o contrário. Portanto o cavaquinho para o Alexandre Camões é um instrumento limitado. Para o Tó Zé é um instrumento como qualquer outro em que o músico o explora como quer.
Não interessa o instrumento que se tem mas sim a pessoa que está por trás dele!”",,,
v,773,Tó Zé Bexiga,Música para o boneco Gregório,https://vimeo.com/166379945,1280 x 720,Viola viola campaniça,Multi-Instrumentista,Não categorizado,Música instrumental,Évora,Évora,Alto Alentejo,1 de Fevereiro de 2016,2016,"Tiago Pereira, Claudia Faro Santos","Tiago Pereira, Claudia Faro Santos",,Câmara Municipal de Évora,,,,,,
v,773,Tó Zé Bexiga,Beira Beirã,https://vimeo.com/535756824,1280 x 720,Viola campaniça,Multi-Instrumentista,Não categorizado,Música instrumental,Mértola,Beja,Alentejo,11 de abril de 2021,2021,Tiago Pereira,Cristina Enes Garcia,Ana Santos,Câmara Municipal de Mértola,,,,,,
v,774,Terceto de Clarins dos Bombeiros Municipais de Alcanena,Marcha Nova,https://vimeo.com/73288477,1280 x 720,Clarim,Marcha,Não categorizado,Música secular/festiva/comunidade,Alcanena,Santarém,Ribatejo,28 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,775,Ricardo e André Ribeiro,Música popular,https://vimeo.com/73289497,1280 x 720,Acordeão,,Não categorizado,Música instrumental,Montalegre,Vila Real,Trás-os-Montes e Alto Douro,2 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,776,Coro Jubilare,Chamarrita,https://vimeo.com/73294740,1280 x 720,Voz,"cantiga, dança, tradicional",Dança,Dança,Alcanena,Santarém,Ribatejo,28 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,777,Crto-Circuito,Aquele Inverno (Delfins),https://vimeo.com/73297618,1280 x 720,"Orgão, bateria, viola elétrica, baixo","pop, cover",Não categorizado,Música narrativa,Alcanena,Santarém,Ribatejo,Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,778,Luís Alberto Achega,Foi Deus de Waldemar Bastos,https://vimeo.com/73298798,1280 x 720,Voz e guitarra acústica,Fado,Não categorizado,Música sacro-profana,Alcanena,Santarém,Ribatejo,28 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,779,Classe de Percussão do CAORG,Clap Trap,https://vimeo.com/73300163,1280 x 720,Percussão,,Não categorizado,Música narrativa,Alcanena,Santarém,Ribatejo,28 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,780,Vozónias,Procissão dos Passos - Oh Vós Todos Que Andais Pelos Caminhos,https://vimeo.com/73301372,1280 x 720,Voz,"Religioso, cântico, páscoa, cantadeira, procissão",Não categorizado,Música sacro-profana,Alcanena,Santarém,Ribatejo,30 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,781,Hugo Coimbra,Improviso,https://vimeo.com/73302270,1280 x 720,Viola elétrica,,Não categorizado,Música instrumental,Alcanena,Santarém,Ribatejo,30 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,783,Alma Crua,Revelação,https://vimeo.com/73850134,1280 x 720,"Voz, viola elétrica, guitarra acústica, bateria",Rock,Não categorizado,Música narrativa,Alcanena,Santarém,Ribatejo,1 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,784,Hermínia Carmona,Eu Gosto de Cantar,https://vimeo.com/73850984,1280 x 720,Voz,cantadeira,Não categorizado,Música narrativa,Alcanena,Santarém,Ribatejo,18 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,785,Coro P'ra Pular,Medley Música Tradicional Portuguesa,https://vimeo.com/73852626,1280 x 720,"Voz,ferrinhos, pandeireta, guitarra acústica","coro, popula, tradicional",Não categorizado,Música narrativa,Alcanena,Santarém,Ribatejo,28 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,787,Isaac Achega,Exercício de improvisação,https://vimeo.com/73866332,1280 x 720,Bateria,"percussão, improvisação",Não categorizado,Música instrumental,Alcanena,Santarém,Ribatejo,10 de Julho de 2013,2013,Tiago Pereira,Telma Morna,,,,,,,,
v,790,Rui Silva,À porta da nossa ama,https://vimeo.com/295140906,1920 x 1080,"Adufe, voz, guizos","percussão, frame drum",Não categorizado,Música narrativa,Lages,Ilha do Pico,Açores,10 de setembro de 2016,2016,Tiago Pereira,Sofia Matias,,,,," Em 2012, concluiu, com nota máxima (10) o Master en Interpretación de Música Antigua - Percusión Histórica, na ESMUC (Barcelona, Catalunha), tendo sido aluno de Pedro Estevan.

Actualmente, dando seguimento à sua tese de mestrado ( Al-duff: bases para aplicação das técnicas de frame drums mediterrânicos ao adufe, séc. XXI adentro  ESMUC, Maio 2012), desenvolve uma linha de investigação em torno do Adufe, pandeiro quadrado português, religando-o aos frame drums mediterrânicos através das técnicas de performativas e da inovação na construção de protótipos.

É percussionista das Sete Lágrimas - Consort de Música Antiga e Contemporânea, do Touli Ensemble e Contracorrente.

Toca com instrumentos Missom, Rui Silva - Adufes, Red Clay, e adufes tradicionais José Relvas. 

facebook.com/al.duff.portugal?fref=ts

al-duff.comabout Untitled Project",,,
v,790,Rui Silva,Nossa Senhora da Azenha,https://vimeo.com/295142335,1920 x 1080,"Adufe, voz, guizos","percussão, frame drum",Não categorizado,Música sacro-profana,Lages,Ilha do Pico,Açores,10 de setembro de 2016,2016,Tiago Pereira,Sofia Matias,,,,," Em 2012, concluiu, com nota máxima (10) o Master en Interpretación de Música Antigua - Percusión Histórica, na ESMUC (Barcelona, Catalunha), tendo sido aluno de Pedro Estevan.

Actualmente, dando seguimento à sua tese de mestrado ( Al-duff: bases para aplicação das técnicas de frame drums mediterrânicos ao adufe, séc. XXI adentro  ESMUC, Maio 2012), desenvolve uma linha de investigação em torno do Adufe, pandeiro quadrado português, religando-o aos frame drums mediterrânicos através das técnicas de performativas e da inovação na construção de protótipos.

É percussionista das Sete Lágrimas - Consort de Música Antiga e Contemporânea, do Touli Ensemble e Contracorrente.

Toca com instrumentos Missom, Rui Silva - Adufes, Red Clay, e adufes tradicionais José Relvas. 

facebook.com/al.duff.portugal?fref=ts

al-duff.comabout Untitled Project",,,
v,790,Rui Silva,Solidom,https://vimeo.com/224816212,1920 x 1080,"Adufe, voz, guizos","percussão, frame drum",Não categorizado,Música narrativa,Lages,Ilha do Pico,Açores,10 de setembro de 2016,2016,Tiago Pereira,Sofia Matias,,,,," Em 2012, concluiu, com nota máxima (10) o Master en Interpretación de Música Antigua - Percusión Histórica, na ESMUC (Barcelona, Catalunha), tendo sido aluno de Pedro Estevan.

Actualmente, dando seguimento à sua tese de mestrado ( Al-duff: bases para aplicação das técnicas de frame drums mediterrânicos ao adufe, séc. XXI adentro  ESMUC, Maio 2012), desenvolve uma linha de investigação em torno do Adufe, pandeiro quadrado português, religando-o aos frame drums mediterrânicos através das técnicas de performativas e da inovação na construção de protótipos.

É percussionista das Sete Lágrimas - Consort de Música Antiga e Contemporânea, do Touli Ensemble e Contracorrente.

Toca com instrumentos Missom, Rui Silva - Adufes, Red Clay, e adufes tradicionais José Relvas. 

facebook.com/al.duff.portugal?fref=ts

al-duff.comabout Untitled Project",,,
v,790,Rui Silva,Improvisação,https://vimeo.com/160865991,1280 x 720,Adufe,"percussão, frame drum",Não categorizado,Música narrativa,Porto,Porto,Douro,1 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,,,,,,,,
v,791,Belmira Frazão,Serra do Alecrim,https://vimeo.com/73999357,1280 x 720,Voz,"cantadeira, cantiga",Não categorizado,Música narrativa,Santarém,Santarém,Ribatejo,5 de Setembro de 2013,2013,Tiago Pereira,Carolina Pereira,,,,,,,,
v,792,Sociedade Musical Mindense,Hino da Sociedade,https://vimeo.com/74000308,1280 x 720,"Tuba, saxofone, eufónio, trompete de varas, saxofone soprano, pratos, flauta transversal, clarinete",banda filarmónica,Não categorizado,Música secular/festiva/comunidade,Alcanena,Santarém,Ribatejo,6 de Setembro de 2013,2013,Tiago Pereira,Silvio Rosado,,,,,,,,"A Banda Filarmónica apresentou-se inicialmente com 26 elementos. Todo o seu instrumental foi oferecido por um benemérito minderico de seu nome Justino Guedes. Para que a “febre” da Banda não terminasse formou-se no ano seguinte à sua fundação uma Comissão Executiva constituída pelos maiores valores da nossa terra como industriais, o pároco, o regedor, o farmacêutico, entre outros.
Das várias participações em concursos e festivais regionais, nacionais e internacionais destacam-se as actuações na Rádio Televisão Portuguesa e na região de Lavelanet em França. Encontros e Festivais de Bandas, festas religiosas e outros eventos culturais caracterizam o portfólio de actuações anuais da Banda Filarmónica.
Actualmente conta com cerca de 65 músicos, maioritariamente naturais ou residentes em Minde, em que a média de idades ronda os 21 anos."
v,793,José Diamantino,A ternura dos 40 (de Paco Bandeira),https://vimeo.com/74007658,1280 x 720,Clarinete,popular,Não categorizado,Música narrativa,Alcanena,Santarém,Ribatejo,7 de Setembro de 2013,2013,Tiago Pereira,Silvio Rosado,,,,,,,,
v,795,Raiz,Variações do Fado Lopes,https://vimeo.com/77603930,1280 x 720,"Guitarra portuguesa, acordeão",fado,Não categorizado,Música narrativa,Setubal,Setúbal,Estremadura,10 de Setembro de 2013,2013,Tiago Pereira,Telma Morna,Paulo Lagartinho,Periquita,,,,,,
v,795,Raiz,Vira de Frielas,https://vimeo.com/74207513,1280 x 720,"Guitarra portuguesa, acordeão",vira,Não categorizado,Música secular/festiva/comunidade,Setubal,Setúbal,Estremadura,10 de Setembro de 2013,2013,Tiago Pereira,Telma Morna,Paulo Lagartinho,Periquita,,,,,,
v,796,Joaquim Pereira Carriço,Abalei do Alentejo,https://vimeo.com/321707265,1920 x 1080,Gaita-de-foles,"gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,João Jota Vila,,,,,,,
v,796,Joaquim Pereira Carriço,Não venhas tarde,https://vimeo.com/321704647,1920 x 1080,Gaita-de-foles,"gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,João Jota Vila,,,,,,,
v,796,Joaquim Pereira Carriço,Os meninos à Volta da Fogueira,https://vimeo.com/321705687,1920 x 1080,Gaita-de-foles,"gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,João Jota Vila,,,,,,,
v,796,Joaquim Pereira Carriço,Passo dobrado,https://vimeo.com/74747394,1280 x 720,Gaita-de-foles,"gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,João Jota Vila,,,,,,,
v,797,Joaquim Torres,O Gaiteiro Português,https://vimeo.com/321716580,1920 x 1080,"Pífaro, voz","gaiteiro, tradicional, conversa",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,797,Joaquim Torres,Corridinho,https://vimeo.com/321718924,1920 x 1080,"Pífaro, voz","gaiteiro, tradicional, conversa",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,797,Joaquim Torres,Farrapeira,https://vimeo.com/321715437,1920 x 1080,"Pífaro, voz","gaiteiro, tradicional, conversa",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,797,Joaquim Torres,Hino de Gaita-de-foles,https://vimeo.com/321713848,1920 x 1080,"Pífaro, voz","gaiteiro, tradicional, conversa",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,797,Joaquim Torres,O Fado Corrido de Coimbra,https://vimeo.com/321717777,1920 x 1080,"Pífaro, voz","gaiteiro, tradicional, conversa",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,797,Joaquim Torres,Malhão d`Águeda,https://vimeo.com/74826355,1920 x 1080,"Pífaro, voz","gaiteiro, tradicional, conversa",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,797,Joaquim Torres,Passo Dobrado,https://vimeo.com/74751808,1920 x 1080,"Gaita-de-foles, voz","gaiteiro, tradicional, trautear",Não categorizado,Música secular/festiva/comunidade,Cantanhede,Coimbra,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,798,Fabiano da Cruz (Ti Fabiano),“Verde Gaio”,https://vimeo.com/321712699,1920 x 1080,"Gaita-de-foles, voz","gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,798,Fabiano da Cruz (Ti Fabiano),Marcha,https://vimeo.com/321711464,1920 x 1080,"Gaita-de-foles, voz","gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
v,798,Fabiano da Cruz (Ti Fabiano),A Gaita Não Tem Ronca,https://vimeo.com/321711162,1920 x 1080,"Gaita-de-foles, voz","gaiteiro, tradicional",Não categorizado,Música secular/festiva/comunidade,Mealhada,Aveiro,Beira Litoral,17 de Setembro de 2013,2013,Tiago Pereira,Carla Pinto,,,,,,,,
